entidade
AUTARQUIA DE TRANSITO E TRANSPORTE RODOVIARIO E URBANO DO MUNICIPIO DE QUIXERAMOBIM
CASA DE SAUDE ADILIA MARIA
COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU
COMPANHIA DE SANEAMENTO AMBIENTAL DO MARANHAO - CAEMA
COMPANHIA DOCAS DO CEARA
CONSORCIO DE DESENVOLVIMENTO DA REGIAO DO SERTAO CENTRAL SUL - CODESSUL
CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE CAMOCIM - CPSMCAM
CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE CANINDE
CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE TAUA - CPSMT
DISTRITO FEDERAL
DMUTRAN - DEPARTAMENTO MUNICIPAL DE TRANSITO E RODOVIARIO DE MORADA NOVA
ESTADO DE SÃO PAULO
ESTADO DO CEARÁ
ESTADO DO PERNAMBUCO
ESTADO DO TOCANTINS
FUNDACAO DE SAUDE PUBLICA DO MUNICIPIO DE IGUATU
FUNDAÇÃO UNIVERSIDADE DO AMAZONAS
FUNDO MUNICIPAL DE PREVIDENCIA SOCIAL DE PALMACIA
FUNDO MUNICIPAL DE PREVIDENCIA SOCIAL DOS SERVIDORES DE JUAZEIRO NORTE/CE-PREVIJUNO
INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE ACOPIARA
INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE BOA VIAGEM - IPMBV
INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE CAUCAIA - IPMC
INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE MARACANAU - IPM MARACANAU
INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE TAUA - IPMT
INSTITUTO DE PREVIDENCIA DOS SERVIDORES MUNICIPAIS DE ITAPIPOCA - ITAPREV
INSTITUTO DE PREVIDENCIA DOS SERVIDORES MUNICIPAIS DE MORADA NOVA - IPREMN
INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS MUNICIPAIS DE IBICUITINGA
INSTITUTO NACIONAL DO SEGURO SOCIAL - INSS
MUNICIPIO DE BOQUIRA - BA
MUNICÍPIO DE ABAIARA
MUNICÍPIO DE ACARAPE
MUNICÍPIO DE ACARAU
MUNICÍPIO DE ACOPIARA
MUNICÍPIO DE AIUABA
MUNICÍPIO DE ALCANTARAS
MUNICÍPIO DE ALTANEIRA
MUNICÍPIO DE ALTO SANTO
MUNICÍPIO DE AMONTADA
MUNICÍPIO DE ANTONINA DO NORTE
MUNICÍPIO DE APUIARES
MUNICÍPIO DE AQUIRAZ
MUNICÍPIO DE ARACATI
MUNICÍPIO DE ARACOIABA
MUNICÍPIO DE ARARENDA
MUNICÍPIO DE ARARIPE
MUNICÍPIO DE ARATUBA
MUNICÍPIO DE ARNEIROZ
MUNICÍPIO DE ASSARE
MUNICÍPIO DE AURORA
MUNICÍPIO DE BAIXIO
MUNICÍPIO DE BANABUIU
MUNICÍPIO DE BARBALHA
MUNICÍPIO DE BARREIRA
MUNICÍPIO DE BARRO
MUNICÍPIO DE BARROQUINHA
MUNICÍPIO DE BATURITE
MUNICÍPIO DE BEBERIBE
MUNICÍPIO DE BELA CRUZ
MUNICÍPIO DE BOA VIAGEM
MUNICÍPIO DE BREJO SANTO
MUNICÍPIO DE CAMOCIM
MUNICÍPIO DE CAMPOS SALES
MUNICÍPIO DE CANINDE
MUNICÍPIO DE CAPISTRANO
MUNICÍPIO DE CARIDADE
MUNICÍPIO DE CARIRE
MUNICÍPIO DE CARIRIAÇU
MUNICÍPIO DE CARIUS
MUNICÍPIO DE CARNAUBAL
MUNICÍPIO DE CASCAVEL
MUNICÍPIO DE CATARINA
MUNICÍPIO DE CATUNDA
MUNICÍPIO DE CAUCAIA
MUNICÍPIO DE CEDRO
MUNICÍPIO DE CHAVAL
MUNICÍPIO DE CHORO
MUNICÍPIO DE CHOROZINHO
MUNICÍPIO DE COREAU
MUNICÍPIO DE CRATEUS
MUNICÍPIO DE CRATO
MUNICÍPIO DE CROATA
MUNICÍPIO DE CRUZ
MUNICÍPIO DE DEPUTADO IRAPUAN PINHEIRO
MUNICÍPIO DE ERERE
MUNICÍPIO DE EUSEBIO
MUNICÍPIO DE FARIAS BRITO
MUNICÍPIO DE FORQUILHA
MUNICÍPIO DE FORTALEZA
MUNICÍPIO DE FORTIM
MUNICÍPIO DE FRECHEIRINHA
MUNICÍPIO DE GENERAL SAMPAIO
MUNICÍPIO DE GRANJA
MUNICÍPIO DE GRANJEIRO
MUNICÍPIO DE GRAÇA
MUNICÍPIO DE GROAIRAS
MUNICÍPIO DE GUAIUBA
MUNICÍPIO DE GUARACIABA DO NORTE
MUNICÍPIO DE GUARAMIRANGA
MUNICÍPIO DE HIDROLANDIA
MUNICÍPIO DE HORIZONTE
MUNICÍPIO DE IBARETAMA
MUNICÍPIO DE IBIAPINA
